attr_o,sinc_o,shar_o,gender,pf_o_att,pf_o_sin,pf_o_int,pf_o_fun,pf_o_amb,pf_o_sha
4,7,5,0,30,10,20,30,0,10
6,8,5,0,30,0,30,30,10,0
5,6,5,0,20,20,20,20,10,10
0,6,2,0,20,15,20,20,5,10
4,6,2,0,21,17,22,20,8,13
2,8,3,0,50,10,30,10,0,0
5,8,5,0,25,10,20,20,15,10
6,6,2,0,60,15,0,15,0,10
5,8,5,0,21,20,19,20,10,10
3,7,5,0,30,10,20,30,0,10
5,9,7,0,30,0,30,30,10,0
6,7,7,0,20,20,20,20,10,10
9,8,5,0,20,25,15,15,53,20
10,10,10,0,20,15,20,20,5,10
8,7,4,0,21,17,22,20,8,13
8,6,7,0,25,10,20,20,15,10
7,7,7,0,21,20,19,20,10,10
7,7,5,0,30,10,20,30,0,10
10,9,8,0,30,0,30,30,10,0
6,5,5,0,20,20,20,20,10,10
2,6,4,0,20,25,15,15,53,20
5,5,5,0,20,15,20,20,5,10
4,7,3,0,21,17,22,20,8,13
5,7,4,0,25,10,20,20,15,10
5,8,6,0,21,20,19,20,10,10
4,8,5,0,30,10,20,30,0,10
7,8,5,0,30,0,30,30,10,0
5,6,5,0,20,20,20,20,10,10
4,6,4,0,20,25,15,15,53,20
6,6,6,0,20,15,20,20,5,10
3,4,2,0,21,17,22,20,8,13
4,6,1,0,50,10,30,10,0,0
6,6,5,0,25,10,20,20,15,10
7,7,5,0,60,15,0,15,0,10
6,7,6,0,21,20,19,20,10,10
3,7,5,0,30,10,20,30,0,10
8,7,8,0,30,0,30,30,10,0
6,6,5,0,20,20,20,20,10,10
8,8,8,0,20,25,15,15,53,20
7,6,7,0,20,15,20,20,5,10
6,7,3,0,21,17,22,20,8,13
5,6,2,0,50,10,30,10,0,0
7,7,8,0,25,10,20,20,15,10
8,8,6,0,60,15,0,15,0,10
5,7,7,0,21,20,19,20,10,10
6,8,5,0,30,10,20,30,0,10
7,9,6,0,30,0,30,30,10,0
6,7,5,0,20,20,20,20,10,10
2,6,3,1,17,18,18,15,17,15
8,7,7,1,10,20,20,20,15,15
5,8,3,1,15,15,20,15,15,20
6,7,6,1,30,10,20,20,10,10
2,7,2,1,5,15,45,25,0,10
7,7,5,1,10,25,25,10,10,20
6,7,6,1,17,17,17,17,17,15
3,9,7,1,17,18,18,15,17,15
8,8,1,1,10,20,20,20,15,15
6,8,3,1,15,15,20,15,15,20
8,9,8,1,30,10,20,20,10,10
7,7,5,1,5,15,45,25,0,10
7,7,5,1,10,25,25,10,10,20
6,7,6,1,17,17,17,17,17,15
3,7,2,1,17,18,18,15,17,15
7,6,7,1,10,20,20,20,15,15
5,1,1,1,5,20,25,15,15,20
7,7,6,1,15,15,20,15,15,20
6,7,6,1,30,10,20,20,10,10
7,7,5,1,5,15,45,25,0,10
4,5,3,1,10,25,25,10,10,20
7,7,6,1,17,17,17,17,17,15
5,10,6,1,17,18,18,15,17,15
9,8,9,1,10,20,20,20,15,15
8,8,5,1,15,15,20,15,15,20
8,8,8,1,30,10,20,20,10,10
6,7,5,1,5,15,45,25,0,10
7,7,4,1,10,25,25,10,10,20
7,7,6,1,17,17,17,17,17,15
4,7,7,1,17,18,18,15,17,15
8,10,10,1,10,20,20,20,15,15
6,10,8,1,5,20,25,15,15,20
6,5,4,1,15,15,20,15,15,20
7,7,7,1,30,10,20,20,10,10
6,6,5,1,5,15,45,25,0,10
5,6,4,1,10,25,25,10,10,20
7,7,6,1,17,17,17,17,17,15
3,10,7,1,17,18,18,15,17,15
10,9,7,1,10,20,20,20,15,15
2,10,2,1,5,20,25,15,15,20
6,9,5,1,15,15,20,15,15,20
7,8,8,1,30,10,20,20,10,10
1,7,1,1,5,15,45,25,0,10
5,6,5,1,10,25,25,10,10,20
5,7,5,1,17,17,17,17,17,15
3,10,4,1,17,18,18,15,17,15
10,10,9,1,10,20,20,20,15,15
10,4,3,1,5,20,25,15,15,20
7,7,5,1,15,15,20,15,15,20
7,7,7,1,30,10,20,20,10,10
3,8,1,1,5,15,45,25,0,10
6,6,6,1,10,25,25,10,10,20
7,7,7,1,17,17,17,17,17,15
4,10,7,1,17,18,18,15,17,15
10,10,9,1,10,20,20,20,15,15
6,5,4,1,15,15,20,15,15,20
7,8,7,1,30,10,20,20,10,10
4,5,5,1,5,15,45,25,0,10
6,6,4,1,10,25,25,10,10,20
7,7,5,1,17,17,17,17,17,15
3,10,2,1,17,18,18,15,17,15
8,9,10,1,10,20,20,20,15,15
9,10,8,1,5,20,25,15,15,20
5,8,4,1,15,15,20,15,15,20
6,8,8,1,30,10,20,20,10,10
3,8,3,1,5,15,45,25,0,10
6,6,4,1,10,25,25,10,10,20
7,7,5,1,17,17,17,17,17,15
3,10,3,1,17,18,18,15,17,15
8,8,7,1,10,20,20,20,15,15
6,8,5,1,15,15,20,15,15,20
7,7,6,1,30,10,20,20,10,10
3,7,2,1,5,15,45,25,0,10
8,6,5,1,10,25,25,10,10,20
5,8,5,1,17,17,17,17,17,15
6,6,6,0,20,20,20,10,10,20
6,6,6,0,18,18,18,19,13,14
4,6,7,0,50,7,20,23,0,0
4,7,3,0,30,30,20,10,10,0
4,7,4,0,20,25,25,15,5,10
5,7,9,0,30,10,30,20,10,0
6,8,7,0,40,5,20,10,10,15
6,8,5,0,20,15,25,15,20,5
7,7,7,0,30,15,20,20,0,5
9,9,9,0,19,24,21,23,5,8
7,7,8,0,10,20,35,20,0,15
8,10,7,0,15,10,30,10,5,30
6,6,3,0,20,20,15,15,5,25
3,4,4,0,20,20,20,20,10,10
8,8,5,0,20,20,20,10,10,20
4,6,5,0,18,18,18,19,13,14
6,9,6,0,50,7,20,23,0,0
8,8,9,0,30,30,20,10,10,0
8,7,4,0,20,25,25,15,5,10
4,5,6,0,30,10,30,20,10,0
6,7,5,0,40,5,20,10,10,15
6,6,7,0,20,15,25,15,20,5
8,7,7,0,30,15,20,20,0,5
6,8,7,0,19,24,21,23,5,8
9,6,3,0,10,20,35,20,0,15
7,10,4,0,15,10,30,10,5,30
6,7,8,0,20,20,15,15,5,25
6,7,5,0,20,20,20,20,10,10
7,5,3,0,20,20,20,10,10,20
5,6,6,0,18,18,18,19,13,14
8,7,5,0,50,7,20,23,0,0
4,4,4,0,30,30,20,10,10,0
8,8,8,0,20,25,25,15,5,10
5,5,5,0,30,10,30,20,10,0
6,7,6,0,40,5,20,10,10,15
6,8,4,0,20,15,25,15,20,5
5,8,6,0,30,15,20,20,0,5
6.5,7,5,0,19,24,21,23,5,8
7,7,3,0,10,20,35,20,0,15
7,10,3,0,15,10,30,10,5,30
4,4,3,0,20,20,20,20,10,10
7,7,9,0,20,20,20,10,10,20
4,7,5,0,18,18,18,19,13,14
8,9,8,0,10,20,20,22,6,22
5,7,7,0,50,7,20,23,0,0
6,7,9,0,30,30,20,10,10,0
4,8,4,0,20,25,25,15,5,10
4,4,3,0,30,10,30,20,10,0
5,7,6,0,40,5,20,10,10,15
6,8,4,0,20,15,25,15,20,5
5,9,6,0,30,15,20,20,0,5
8,10,8,0,10,20,35,10,5,20
6,8,5,0,19,24,21,23,5,8
7,8,7,0,10,20,35,20,0,15
7,10,5,0,15,10,30,10,5,30
3,6,7,0,20,20,20,20,10,10
6,7,5,0,20,20,20,10,10,20
5,8,4,0,18,18,18,19,13,14
4,6,6,0,50,7,20,23,0,0
5,4,5,0,30,30,20,10,10,0
6,9,4,0,20,25,25,15,5,10
10,9,10,0,30,10,30,20,10,0
7,8,6,0,40,5,20,10,10,15
6,9,4,0,20,15,25,15,20,5
6,9,7,0,30,15,20,20,0,5
8,10,4,0,10,20,35,10,5,20
6,8,2,0,19,24,21,23,5,8
6,8,2,0,10,20,35,20,0,15
7,10,5,0,15,10,30,10,5,30
5,5,5,0,20,20,20,20,10,10
9,8,6,0,20,20,20,10,10,20
6,6,7,0,18,18,18,19,13,14
7,7,7,0,50,7,20,23,0,0
8,7,8,0,30,30,20,10,10,0
9,8,8,0,20,25,25,15,5,10
10,9,9,0,30,10,30,20,10,0
8,8,8,0,40,5,20,10,10,15
8,6,6,0,20,15,25,15,20,5
8,7,5,0,30,15,20,20,0,5
9,5,9,0,10,20,35,10,5,20
10,9,8,0,19,24,21,23,5,8
8,7,6,0,10,20,35,20,0,15
8,10,5,0,15,10,30,10,5,30
5,5,5,0,20,20,15,15,5,25
4,4,3,0,20,20,20,20,10,10
9,9,6,0,20,20,20,10,10,20
4,6,4,0,18,18,18,19,13,14
5,6,7,0,50,7,20,23,0,0
4,8,2,0,30,30,20,10,10,0
6,9,7,0,20,25,25,15,5,10
9,8,8,0,40,8,10,12,10,20
6,5,5,0,30,10,30,20,10,0
6,7,3,0,40,5,20,10,10,15
7,8,5,0,20,15,25,15,20,5
8,7,6,0,30,15,20,20,0,5
8,8,7.5,0,19,24,21,23,5,8
6,7,4,0,10,20,35,20,0,15
7,10,5,0,15,10,30,10,5,30
6,8,7,0,20,20,15,15,5,25
5,6,3,0,20,20,20,20,10,10
7,7,5,0,20,20,20,10,10,20
7,7,5,0,18,18,18,19,13,14
7,6,4,0,50,7,20,23,0,0
6,7,9,0,30,30,20,10,10,0
5,9,6,0,20,25,25,15,5,10
10,9,6,0,30,10,30,20,10,0
8,8,8,0,40,5,20,10,10,15
7,6,5,0,20,15,25,15,20,5
8,9,8,0,30,15,20,20,0,5
10,10,10,0,10,20,35,10,5,20
9,10,6.5,0,19,24,21,23,5,8
6,7,4,0,10,20,35,20,0,15
7,10,5,0,15,10,30,10,5,30
3,7,8,0,20,20,20,20,10,10
6,7,5,0,20,20,20,10,10,20
5,7,4,0,18,18,18,19,13,14
7,7,8,0,10,20,20,22,6,22
7,7,6,0,50,7,20,23,0,0
4,6,7,0,30,30,20,10,10,0
5,8,5,0,20,25,25,15,5,10
9,8,4,0,30,10,30,20,10,0
7,7,7,0,40,5,20,10,10,15
6,6,5,0,20,15,25,15,20,5
7,9,9,0,30,15,20,20,0,5
10,10,8,0,10,20,35,10,5,20
7,7,4,0,19,24,21,23,5,8
7,8,5,0,10,20,35,20,0,15
7,10,7,0,15,10,30,10,5,30
2,6,3,0,20,20,20,20,10,10
7,7,5,0,20,20,20,10,10,20
5,7,6,0,18,18,18,19,13,14
6,6,4,0,50,7,20,23,0,0
5,7,9,0,30,30,20,10,10,0
7,9,9,0,20,25,25,15,5,10
5,6,3,0,30,10,30,20,10,0
6,7,7,0,40,5,20,10,10,15
6,8,5,0,20,15,25,15,20,5
7,7,7,0,30,15,20,20,0,5
8,8,8,0,19,24,21,23,5,8
7,7,3,0,10,20,35,20,0,15
7,10,4,0,15,10,30,10,5,30
3,8,6,0,20,20,20,20,10,10
6,8,6,0,20,20,20,10,10,20
8,8,9,0,18,18,18,19,13,14
8,8,7,0,50,7,20,23,0,0
5,8,5,0,30,30,20,10,10,0
8,10,8,0,20,25,25,15,5,10
6,8,5,0,30,10,30,20,10,0
6,7,6,0,40,5,20,10,10,15
7,7,6,0,20,15,25,15,20,5
8,8,6,0,30,15,20,20,0,5
8,6,1,0,10,20,35,10,5,20
8,8,8,0,19,24,21,23,5,8
8,6,5,0,10,20,35,20,0,15
7,10,8,0,15,10,30,10,5,30
7,8,8,0,20,20,15,15,5,25
5,6,3,0,20,20,20,20,10,10
7,7,5,0,20,20,20,10,10,20
6,7,6,0,18,18,18,19,13,14
8,8,5,0,50,7,20,23,0,0
8,8,4,0,30,30,20,10,10,0
6,8,4,0,20,25,25,15,5,10
8,6,3,0,30,10,30,20,10,0
8,7,8,0,40,5,20,10,10,15
7,6,5,0,20,15,25,15,20,5
8,7,5,0,30,15,20,20,0,5
9,9,8.5,0,19,24,21,23,5,8
7,7,3,0,10,20,35,20,0,15
7,10,8,0,15,10,30,10,5,30
7,6,4,0,20,20,20,20,10,10
7,6,5,0,20,20,20,10,10,20
6,7,6,0,18,18,18,19,13,14
6,7,6,0,50,7,20,23,0,0
6,7,8,0,30,30,20,10,10,0
7,8,8,0,20,25,25,15,5,10
5,5,5,0,30,10,30,20,10,0
7,6,6,0,40,5,20,10,10,15
6,6,5,0,20,15,25,15,20,5
7,8,7,0,30,15,20,20,0,5
8,10,5,0,10,20,35,10,5,20
9,9,9,0,19,24,21,23,5,8
8,9,4,0,10,20,35,20,0,15
7,10,7,0,15,10,30,10,5,30
6,8,6,0,20,20,15,15,5,25
6,6,4,0,20,20,20,20,10,10
5,5,5,0,20,20,20,10,10,20
3,5,3,0,18,18,18,19,13,14
8,8,5,0,50,7,20,23,0,0
9,8,6,0,30,30,20,10,10,0
9,8,7,0,20,25,25,15,5,10
8,9,2,0,40,8,10,12,10,20
3,7,2,0,30,10,30,20,10,0
8,7,5,0,40,5,20,10,10,15
7,7,6,0,20,15,25,15,20,5
7,8,5,0,30,15,20,20,0,5
8,7,4,0,19,24,21,23,5,8
6,5,4,0,10,20,35,20,0,15
8,10,3,0,15,10,30,10,5,30
5,7,6,0,20,20,15,15,5,25
7,7,7,0,20,20,20,20,10,10
5,6,3,0,20,20,20,10,10,20
3,8,4,0,18,18,18,19,13,14
3,7,5,0,50,7,20,23,0,0
6,8,0,0,30,30,20,10,10,0
8,7,2,0,20,25,25,15,5,10
6,9,6,0,40,8,10,12,10,20
3,7,2,0,30,10,30,20,10,0
6,7,5,0,40,5,20,10,10,15
10,10,10,0,20,15,25,15,20,5
6,7,5,0,30,15,20,20,0,5
7,8,2,0,19,24,21,23,5,8
6,8,3,0,10,20,35,20,0,15
7,10,3,0,15,10,30,10,5,30
3,8,7,0,20,20,20,20,10,10
9,8,5,0,20,20,20,10,10,20
7,7,7,0,18,18,18,19,13,14
8,8,7,0,10,20,20,22,6,22
8,8,6,0,50,7,20,23,0,0
9,8,8,0,30,30,20,10,10,0
9,7,8,0,20,25,25,15,5,10
7,7,7,0,30,10,30,20,10,0
8,8,8,0,40,5,20,10,10,15
8,7,6,0,20,15,25,15,20,5
8,8,7,0,30,15,20,20,0,5
10,10,10,0,10,20,35,10,5,20
8,9,7,0,19,24,21,23,5,8
8,7,4,0,10,20,35,20,0,15
10,10,5,0,15,10,30,10,5,30
8,7,6,0,20,20,20,20,10,10
9,8,7,0,20,20,20,10,10,20
6,6,5,0,18,18,18,19,13,14
8,7,9,0,50,7,20,23,0,0
6,7,7,0,30,30,20,10,10,0
9,8,6,0,20,25,25,15,5,10
7,8,7,0,30,10,30,20,10,0
6,6,6,0,40,5,20,10,10,15
9,8,6,0,20,15,25,15,20,5
8,7,6,0,30,15,20,20,0,5
9,9,8,0,19,24,21,23,5,8
8,7,2,0,10,20,35,20,0,15
9,10,3,0,15,10,30,10,5,30
7,6,4,0,20,20,20,20,10,10
7,9,7,0,20,20,20,10,10,20
5,7,6,0,18,18,18,19,13,14
8,8,8,0,50,7,20,23,0,0
5,5,7,0,30,30,20,10,10,0
8,9,7,0,20,25,25,15,5,10
7,7,5,0,30,10,30,20,10,0
6,7,6,0,40,5,20,10,10,15
7,8,6,0,20,15,25,15,20,5
8,7,5,0,30,15,20,20,0,5
9,10,8,0,10,20,35,10,5,20
7.5,8.5,9,0,19,24,21,23,5,8
8,8,4,0,10,20,35,20,0,15
7,10,3,0,15,10,30,10,5,30
5,7,8,0,20,20,15,15,5,25
5,7,5,0,20,20,20,20,10,10
4,7,7,1,15,20,20,20,15,10
4,2,2,1,10,25,20,10,20,15
5,6,5,1,10,20,15,20,20,15
2,10,6,1,10,10,20,20,20,20
7,7,8,1,20,20,20,20,10,10
4,6,8,1,10,32,20,12,11,15
1,5,3,1,30,30,30,5,0,5
4,1,1,1,20,25,15,15,15,10
2,3,1,1,15,15,20,15,15,20
1,2,4,1,15,15,20,15,20,15
6,9,6,1,25,15,20,20,20,0
0,5,0,1,15,21,18,18,10,18
4,3,5,1,10,20,20,20,20,10
6,6,6,1,14,20,18,24,18,6
4,6,7,1,15,20,20,20,15,10
2,4,6,1,10,25,20,10,20,15
5,6,4,1,10,20,15,20,20,15
7,9,8,1,10,20,20,10,20,20
3,7,6,1,10,10,20,20,20,20
4,8,4,1,20,20,20,20,10,10
5,6,8,1,10,32,20,12,11,15
5,8,4,1,30,30,30,5,0,5
5,6,2,1,20,25,15,15,15,10
6,8,6,1,15,20,20,20,5,20
2,2,1,1,15,15,20,15,15,20
2,10,5,1,15,15,20,15,20,15
6,9,6,1,25,15,20,20,20,0
8,8,4,1,15,21,18,18,10,18
4,8,3,1,10,20,20,20,20,10
7,8,7,1,14,20,18,24,18,6
4,6,2,1,15,20,20,20,15,10
2,5,2,1,10,25,20,10,20,15
7,7,5,1,10,20,15,20,20,15
6,7,7,1,10,20,20,10,20,20
2,6,4,1,10,10,20,20,20,20
5,10,7,1,20,20,20,20,10,10
4,8,6,1,10,32,20,12,11,15
5,8,5,1,30,30,30,5,0,5
5,5,2,1,20,25,15,15,15,10
3,6,4,1,15,15,20,15,15,20
3,7,3,1,15,15,20,15,20,15
6,10,6,1,25,15,20,20,20,0
5,5,7,1,15,21,18,18,10,18
4,6,5,1,15,3,50,20,2,10
3,9,5,1,10,20,20,20,20,10
7,7,6,1,14,20,18,24,18,6
6,5,7,1,15,20,20,20,15,10
7,7,7,1,10,20,15,20,20,15
8,8,6,1,10,10,20,20,20,20
8,9,8,1,20,20,20,20,10,10
8,6,6,1,10,32,20,12,11,15
4,6,3,1,30,30,30,5,0,5
7,8,4,1,20,25,15,15,15,10
7,7,6,1,15,20,20,20,5,20
3,4,3,1,15,15,20,15,15,20
6,7,7,1,15,15,20,15,20,15
7,9,5,1,25,15,20,20,20,0
7,6,5,1,15,21,18,18,10,18
10,10,10,1,10,20,20,20,20,10
8,9,5,1,15,20,20,20,15,10
7,9,2,1,10,25,20,10,20,15
2,2,2,1,10,20,15,20,20,15
6,7,5,1,10,20,20,10,20,20
7,6,3,1,10,10,20,20,20,20
7,10,6,1,20,20,20,20,10,10
5,6,4,1,10,32,20,12,11,15
5,8,2,1,30,30,30,5,0,5
8,8,1,1,20,25,15,15,15,10
7,8,5,1,15,20,20,20,5,20
2,8,7,1,15,15,20,15,15,20
3,10,10,1,15,15,20,15,20,15
6,9,5,1,25,15,20,20,20,0
6,6,3,1,15,21,18,18,10,18
6,9,3,1,15,3,50,20,2,10
8,7,6,1,10,20,20,20,20,10
6,6,5,1,14,20,18,24,18,6
10,7,9,1,15,20,20,20,15,10
7,7,7,1,10,20,15,20,20,15
8,8,7,1,10,20,20,10,20,20
8,8,8,1,10,10,20,20,20,20
8,8,10,1,20,20,20,20,10,10
8,7,7,1,10,32,20,12,11,15
7,5,7,1,30,30,30,5,0,5
8,7,5,1,20,25,15,15,15,10
7,6,5,1,15,20,20,20,5,20
8,8,7,1,15,15,20,15,15,20
8,10,8,1,15,15,20,15,20,15
9,9,9,1,25,15,20,20,20,0
7,8,4,1,15,21,18,18,10,18
10,10,9,1,10,20,20,20,20,10
7,6,6,1,14,20,18,24,18,6
4,6,4,1,10,20,15,20,20,15
6,8,7,1,10,20,20,10,20,20
3,8,5,1,10,10,20,20,20,20
5,10,8,1,20,20,20,20,10,10
4,8,3,1,10,32,20,12,11,15
2,5,5,1,30,30,30,5,0,5
5,8,3,1,20,25,15,15,15,10
7,6,5,1,15,20,20,20,5,20
3,10,5,1,15,15,20,15,15,20
4,10,9,1,15,15,20,15,20,15
8,9,9,1,25,15,20,20,20,0
5,8,4,1,15,21,18,18,10,18
6,8,5,1,10,20,20,20,20,10
7,7,7,1,14,20,18,24,18,6
2,9,2,1,10,25,20,10,20,15
4,6,5,1,10,20,15,20,20,15
6,8,6,1,10,20,20,10,20,20
3,8,2,1,10,10,20,20,20,20
5,10,7,1,20,20,20,20,10,10
5,8,6,1,10,32,20,12,11,15
3,7,5,1,30,30,30,5,0,5
4,7,3,1,20,25,15,15,15,10
6,7,4,1,15,20,20,20,5,20
1,3,1,1,15,15,20,15,15,20
3,10,2,1,15,15,20,15,20,15
5,9,6,1,25,15,20,20,20,0
4,8,4,1,15,21,18,18,10,18
4,7,4,1,15,3,50,20,2,10
6,9,8,1,10,20,20,20,20,10
7,6,6,1,14,20,18,24,18,6
6,7,6,1,15,20,20,20,15,10
2,2,2,1,10,20,15,20,20,15
8,8,9,1,10,20,20,10,20,20
2,8,1,1,10,10,20,20,20,20
4,10,6,1,20,20,20,20,10,10
5,7,4,1,10,32,20,12,11,15
4,5,3,1,30,30,30,5,0,5
5,8,3,1,20,25,15,15,15,10
5,8,4,1,15,20,20,20,5,20
2,3,2,1,15,15,20,15,15,20
2,10,1,1,15,15,20,15,20,15
6,10,5,1,25,15,20,20,20,0
5,7,5,1,15,21,18,18,10,18
4,6,3,1,15,3,50,20,2,10
4,8,6,1,10,20,20,20,20,10
6,7,6,1,14,20,18,24,18,6
9,7,7,1,15,20,20,20,15,10
5,5,5,1,10,20,15,20,20,15
7,8,8,1,10,20,20,10,20,20
4,9,6,1,10,10,20,20,20,20
6,8,7,1,20,20,20,20,10,10
7,8,8,1,10,32,20,12,11,15
5,5,5,1,30,30,30,5,0,5
8,7,3,1,20,25,15,15,15,10
7,6,3,1,15,20,20,20,5,20
3,5,1,1,15,15,20,15,15,20
6,7,3,1,15,15,20,15,20,15
8,9,5,1,25,15,20,20,20,0
4,8,4,1,15,21,18,18,10,18
8,7,5,1,10,20,20,20,20,10
7,7,7,1,14,20,18,24,18,6
6,6,6,1,15,20,20,20,15,10
9,5,5,1,10,25,20,10,20,15
8,8,7,1,10,20,20,10,20,20
6,8,7,1,10,10,20,20,20,20
8,9,7,1,20,20,20,20,10,10
7,8,6,1,10,32,20,12,11,15
6,2,2,1,30,30,30,5,0,5
7,7,5,1,20,25,15,15,15,10
9,8,7,1,15,20,20,20,5,20
2,3,2,1,15,15,20,15,15,20
6,9,3,1,15,15,20,15,20,15
9,9,7,1,25,15,20,20,20,0
10,10,7,1,15,21,18,18,10,18
8,8,7,1,10,20,20,20,20,10
8,8,8,1,14,20,18,24,18,6
7,7,8,1,15,20,20,20,15,10
7,9,7,1,10,25,20,10,20,15
6,6,6,1,10,20,15,20,20,15
8,8,8,1,10,20,20,10,20,20
9,9,7,1,10,10,20,20,20,20
7,9,8,1,20,20,20,20,10,10
5,10,8,1,10,32,20,12,11,15
5,5,5,1,30,30,30,5,0,5
8,8,2,1,20,25,15,15,15,10
7,8,6,1,15,20,20,20,5,20
1,6,4,1,15,15,20,15,15,20
6,9,8,1,15,15,20,15,20,15
6,9,5,1,25,15,20,20,20,0
5,7,6,1,15,21,18,18,10,18
7,8,8,1,10,20,20,20,20,10
7,7,6,1,14,20,18,24,18,6
5,6,4,1,15,20,20,20,15,10
5,5,5,1,10,20,15,20,20,15
4,9,3,1,10,10,20,20,20,20
5,10,7,1,20,20,20,20,10,10
5,8,8,1,10,32,20,12,11,15
4,6,5,1,30,30,30,5,0,5
6,8,2,1,20,25,15,15,15,10
5,7,6,1,15,20,20,20,5,20
2,4,3,1,15,15,20,15,15,20
2,10,3,1,15,15,20,15,20,15
8,10,5,1,25,15,20,20,20,0
6,7,5,1,15,21,18,18,10,18
7,8,7,1,10,20,20,20,20,10
7,7,7,1,14,20,18,24,18,6
9,9,10,1,15,20,20,20,15,10
9,9,9,1,10,25,20,10,20,15
5,7,6,1,10,20,15,20,20,15
6,9,8,1,10,20,20,10,20,20
2,7,4,1,10,10,20,20,20,20
7,10,9,1,20,20,20,20,10,10
8,8,8,1,10,32,20,12,11,15
4,8,6,1,30,30,30,5,0,5
7,6,5,1,20,25,15,15,15,10
10,7,8,1,15,20,20,20,5,20
8,10,8,1,15,15,20,15,15,20
3,10,6,1,15,15,20,15,20,15
9,9,6,1,25,15,20,20,20,0
6,7,6,1,15,21,18,18,10,18
8,9,9,1,10,20,20,20,20,10
7,7,6,1,14,20,18,24,18,6
5,5,8,1,10,10,30,20,10,20
9,7,5,1,15,20,20,20,15,10
7,4,2,1,10,25,20,10,20,15
6,6,6,1,10,20,15,20,20,15
8,8,8,1,10,20,20,10,20,20
7,7,7,1,10,10,20,20,20,20
7,10,10,1,20,20,20,20,10,10
5,7,5,1,10,32,20,12,11,15
4,0,6,1,30,30,30,5,0,5
6,6,1,1,20,25,15,15,15,10
10,8,5,1,15,20,20,20,5,20
7,9,5,1,15,15,20,15,15,20
8,10,8,1,15,15,20,15,20,15
9,9,7,1,25,15,20,20,20,0
7,7,5,1,15,21,18,18,10,18
9,7,7,1,15,3,50,20,2,10
8,9,9,1,10,20,20,20,20,10
7,7,6,1,14,20,18,24,18,6
6,7,7,1,15,20,20,20,15,10
7,10,6,1,10,25,20,10,20,15
5,5,5,1,10,20,15,20,20,15
8,8,8,1,10,20,20,10,20,20
6,9,7,1,10,10,20,20,20,20
6,10,8,1,20,20,20,20,10,10
4,8,8,1,10,32,20,12,11,15
5,5,5,1,30,30,30,5,0,5
6,8,2,1,20,25,15,15,15,10
6,7,7,1,15,20,20,20,5,20
2,4,4,1,15,15,20,15,15,20
5,10,10,1,15,15,20,15,20,15
8,10,6,1,25,15,20,20,20,0
6,7,7,1,15,21,18,18,10,18
7,9,7,1,10,20,20,20,20,10
7,7,6,1,14,20,18,24,18,6
8,9,8,1,15,20,20,20,15,10
4,4,4,1,10,20,15,20,20,15
6,6,6,1,10,10,20,20,20,20
7,8,6,1,20,20,20,20,10,10
4,7,6,1,10,32,20,12,11,15
4,4,4,1,30,30,30,5,0,5
5,5,3,1,20,25,15,15,15,10
8,7,8,1,15,20,20,20,5,20
4,3,2,1,15,15,20,15,15,20
4,10,8,1,15,15,20,15,20,15
7,10,6,1,25,15,20,20,20,0
6,6,7,1,15,21,18,18,10,18
6,9,5,1,10,20,20,20,20,10
7,7,6,1,14,20,18,24,18,6
4,6,2,1,15,20,20,20,15,10
6,6,6,1,10,20,15,20,20,15
7,9,8,1,10,20,20,10,20,20
4,9,5,1,10,10,20,20,20,20
6,10,7,1,20,20,20,20,10,10
4,8,8,1,10,32,20,12,11,15
3,5,4,1,30,30,30,5,0,5
6,4,1,1,20,25,15,15,15,10
2,4,3,1,15,15,20,15,15,20
2,10,7,1,15,15,20,15,20,15
7,10,6,1,25,15,20,20,20,0
6,9,8,1,15,21,18,18,10,18
6,7,5,1,10,20,20,20,20,10
7,7,7,1,14,20,18,24,18,6
9,9,9,0,40,15,10,20,5,10
9,7,5,0,50,10,20,5,5,10
6,7,5,0,40,10,10,10,10,20
9,8,7,0,20,15,20,15,12,18
7,8,6,0,25,40,15,10,5,5
10,7,10,0,25,25,25,15,5,5
10,9,7,0,40,15,10,20,10,5
5,5,5,0,25,10,20,20,10,15
10,10,10,0,40,15,10,20,5,10
6,5,5,0,50,10,20,5,5,10
7,6,8,0,40,10,10,10,10,20
8,8,6,0,20,15,20,15,12,18
6,8,6,0,25,40,15,10,5,5
5,5,5,0,25,25,25,15,5,5
7,9,8,0,40,15,10,20,10,5
5,5,5,0,25,10,20,20,10,15
6,10,7,0,40,15,10,20,5,10
4,6,5,0,50,10,20,5,5,10
5,6,7,0,40,10,10,10,10,20
5,8,5,0,20,15,20,15,12,18
6,7,7,0,25,40,15,10,5,5
5,7,2,0,25,25,25,15,5,5
7,9,7,0,40,15,10,20,10,5
5,5,5,0,25,10,20,20,10,15
10,10,10,0,40,15,10,20,5,10
4,5,4,0,50,10,20,5,5,10
6,2,6,0,40,10,10,10,10,20
10,10,10,0,20,15,20,15,12,18
5,7,5,0,25,40,15,10,5,5
7,3,8,0,25,25,25,15,5,5
9,7,7,0,40,15,10,20,10,5
10,10,10,0,40,15,10,20,5,10
6,5,6,0,50,10,20,5,5,10
5,4,4,0,40,10,10,10,10,20
10,10,10,0,20,15,20,15,12,18
7,6,7,0,25,40,15,10,5,5
7,7,5,0,25,25,25,15,5,5
7,7,6,0,40,15,10,20,10,5
5,5,5,0,25,10,20,20,10,15
10,10,10,0,40,15,10,20,5,10
6,6,6,0,50,10,20,5,5,10
