,iid,attr_o,sinc_o,intel_o,fun_o,amb_o,shar_o,like_o,race,pid,dec_o,gender,age,pf_o_att,pf_o_sin,pf_o_int,pf_o_fun,pf_o_amb,pf_o_sha,go_out,sports,tvsports,exercise,dining,museums,art,hiking,gaming,clubbing,reading,tv,theater,movies,concerts,music,shopping,yoga,match
97,10,6.0,6.0,6.0,6.0,6.0,5.0,7.0,2.0,18.0,0,0,26.0,33.33,11.11,11.11,11.11,11.11,22.22,1.0,9.0,9.0,9.0,7.0,6.0,6.0,7.0,1.0,7.0,8.0,5.0,6.0,7.0,7.0,8.0,7.0,7.0,0
98,10,7.0,7.0,7.0,7.0,6.0,6.0,7.0,2.0,19.0,1,0,26.0,50.0,0.0,25.0,10.0,0.0,15.0,1.0,9.0,9.0,9.0,7.0,6.0,6.0,7.0,1.0,7.0,8.0,5.0,6.0,7.0,7.0,8.0,7.0,7.0,1
99,10,6.0,6.0,6.0,6.0,6.0,6.0,7.0,2.0,20.0,0,0,26.0,100.0,0.0,0.0,0.0,0.0,0.0,1.0,9.0,9.0,9.0,7.0,6.0,6.0,7.0,1.0,7.0,8.0,5.0,6.0,7.0,7.0,8.0,7.0,7.0,0
100,11,6.0,9.0,7.0,7.0,6.0,5.0,7.0,2.0,1.0,1,1,27.0,15.0,20.0,20.0,15.0,15.0,15.0,4.0,8.0,7.0,2.0,6.0,7.0,5.0,5.0,5.0,4.0,9.0,2.0,4.0,8.0,7.0,8.0,5.0,1.0,0
101,11,5.0,7.0,8.0,4.0,6.0,3.0,6.0,2.0,2.0,0,1,27.0,45.0,5.0,25.0,20.0,0.0,5.0,4.0,8.0,7.0,2.0,6.0,7.0,5.0,5.0,5.0,4.0,9.0,2.0,4.0,8.0,7.0,8.0,5.0,1.0,0
102,11,7.0,9.0,10.0,7.0,8.0,9.0,8.0,2.0,3.0,0,1,27.0,35.0,10.0,35.0,10.0,10.0,0.0,4.0,8.0,7.0,2.0,6.0,7.0,5.0,5.0,5.0,4.0,9.0,2.0,4.0,8.0,7.0,8.0,5.0,1.0,0
103,11,4.0,10.0,8.0,5.0,8.0,7.0,6.0,2.0,4.0,0,1,27.0,20.0,20.0,20.0,20.0,10.0,10.0,4.0,8.0,7.0,2.0,6.0,7.0,5.0,5.0,5.0,4.0,9.0,2.0,4.0,8.0,7.0,8.0,5.0,1.0,0
104,11,5.0,8.0,8.0,2.0,2.0,2.0,7.0,2.0,5.0,0,1,27.0,20.0,5.0,25.0,25.0,10.0,15.0,4.0,8.0,7.0,2.0,6.0,7.0,5.0,5.0,5.0,4.0,9.0,2.0,4.0,8.0,7.0,8.0,5.0,1.0,0
105,11,6.0,9.0,7.0,6.0,7.0,6.0,6.0,2.0,6.0,1,1,27.0,10.0,25.0,20.0,25.0,5.0,15.0,4.0,8.0,7.0,2.0,6.0,7.0,5.0,5.0,5.0,4.0,9.0,2.0,4.0,8.0,7.0,8.0,5.0,1.0,0
106,11,4.0,8.0,8.0,5.0,7.0,4.0,7.0,2.0,7.0,0,1,27.0,15.0,15.0,25.0,20.0,15.0,10.0,4.0,8.0,7.0,2.0,6.0,7.0,5.0,5.0,5.0,4.0,9.0,2.0,4.0,8.0,7.0,8.0,5.0,1.0,0
107,11,5.0,8.0,7.0,4.0,7.0,5.0,4.0,2.0,8.0,1,1,27.0,9.09,18.18,27.27,18.18,18.18,9.09,4.0,8.0,7.0,2.0,6.0,7.0,5.0,5.0,5.0,4.0,9.0,2.0,4.0,8.0,7.0,8.0,5.0,1.0,0
108,11,8.0,10.0,9.0,8.0,7.0,6.0,5.0,2.0,9.0,1,1,27.0,20.0,10.0,20.0,30.0,10.0,10.0,4.0,8.0,7.0,2.0,6.0,7.0,5.0,5.0,5.0,4.0,9.0,2.0,4.0,8.0,7.0,8.0,5.0,1.0,0
110,12,7.0,8.0,7.0,8.0,5.0,6.0,7.0,2.0,1.0,1,1,22.0,15.0,20.0,20.0,15.0,15.0,15.0,1.0,9.0,7.0,9.0,8.0,7.0,6.0,3.0,3.0,5.0,6.0,6.0,4.0,7.0,7.0,9.0,5.0,5.0,0
111,12,8.0,5.0,6.0,6.0,9.0,6.0,7.0,2.0,2.0,0,1,22.0,45.0,5.0,25.0,20.0,0.0,5.0,1.0,9.0,7.0,9.0,8.0,7.0,6.0,3.0,3.0,5.0,6.0,6.0,4.0,7.0,7.0,9.0,5.0,5.0,0
112,12,9.0,7.0,9.0,8.0,9.0,7.0,8.0,2.0,3.0,0,1,22.0,35.0,10.0,35.0,10.0,10.0,0.0,1.0,9.0,7.0,9.0,8.0,7.0,6.0,3.0,3.0,5.0,6.0,6.0,4.0,7.0,7.0,9.0,5.0,5.0,0
113,12,8.0,7.0,8.0,10.0,7.0,8.0,8.0,2.0,4.0,0,1,22.0,20.0,20.0,20.0,20.0,10.0,10.0,1.0,9.0,7.0,9.0,8.0,7.0,6.0,3.0,3.0,5.0,6.0,6.0,4.0,7.0,7.0,9.0,5.0,5.0,0
114,12,8.0,6.0,6.0,5.0,5.0,5.0,6.0,2.0,5.0,0,1,22.0,20.0,5.0,25.0,25.0,10.0,15.0,1.0,9.0,7.0,9.0,8.0,7.0,6.0,3.0,3.0,5.0,6.0,6.0,4.0,7.0,7.0,9.0,5.0,5.0,0
115,12,6.0,9.0,9.0,6.0,8.0,2.0,7.0,2.0,6.0,1,1,22.0,10.0,25.0,20.0,25.0,5.0,15.0,1.0,9.0,7.0,9.0,8.0,7.0,6.0,3.0,3.0,5.0,6.0,6.0,4.0,7.0,7.0,9.0,5.0,5.0,0
116,12,6.0,6.0,8.0,4.0,9.0,4.0,7.0,2.0,7.0,0,1,22.0,15.0,15.0,25.0,20.0,15.0,10.0,1.0,9.0,7.0,9.0,8.0,7.0,6.0,3.0,3.0,5.0,6.0,6.0,4.0,7.0,7.0,9.0,5.0,5.0,0
117,12,8.0,7.0,7.0,9.0,6.0,7.0,8.0,2.0,8.0,1,1,22.0,9.09,18.18,27.27,18.18,18.18,9.09,1.0,9.0,7.0,9.0,8.0,7.0,6.0,3.0,3.0,5.0,6.0,6.0,4.0,7.0,7.0,9.0,5.0,5.0,1
118,12,10.0,10.0,10.0,10.0,10.0,10.0,10.0,2.0,9.0,1,1,22.0,20.0,10.0,20.0,30.0,10.0,10.0,1.0,9.0,7.0,9.0,8.0,7.0,6.0,3.0,3.0,5.0,6.0,6.0,4.0,7.0,7.0,9.0,5.0,5.0,1
120,13,5.0,8.0,9.0,8.0,5.0,7.0,7.0,4.0,1.0,1,1,22.0,15.0,20.0,20.0,15.0,15.0,15.0,1.0,7.0,8.0,2.0,9.0,5.0,6.0,4.0,7.0,7.0,6.0,8.0,10.0,8.0,9.0,9.0,8.0,1.0,1
121,13,5.0,8.0,9.0,6.0,3.0,4.0,6.0,4.0,2.0,0,1,22.0,45.0,5.0,25.0,20.0,0.0,5.0,1.0,7.0,8.0,2.0,9.0,5.0,6.0,4.0,7.0,7.0,6.0,8.0,10.0,8.0,9.0,9.0,8.0,1.0,0
122,13,7.0,9.0,9.0,7.0,9.0,7.0,8.0,4.0,3.0,0,1,22.0,35.0,10.0,35.0,10.0,10.0,0.0,1.0,7.0,8.0,2.0,9.0,5.0,6.0,4.0,7.0,7.0,6.0,8.0,10.0,8.0,9.0,9.0,8.0,1.0,0
123,13,4.0,7.0,8.0,8.0,6.0,7.0,4.0,4.0,4.0,0,1,22.0,20.0,20.0,20.0,20.0,10.0,10.0,1.0,7.0,8.0,2.0,9.0,5.0,6.0,4.0,7.0,7.0,6.0,8.0,10.0,8.0,9.0,9.0,8.0,1.0,0
124,13,4.0,6.0,8.0,8.0,6.0,5.0,6.0,4.0,5.0,0,1,22.0,20.0,5.0,25.0,25.0,10.0,15.0,1.0,7.0,8.0,2.0,9.0,5.0,6.0,4.0,7.0,7.0,6.0,8.0,10.0,8.0,9.0,9.0,8.0,1.0,0
125,13,4.0,7.0,9.0,4.0,3.0,2.0,6.0,4.0,6.0,0,1,22.0,10.0,25.0,20.0,25.0,5.0,15.0,1.0,7.0,8.0,2.0,9.0,5.0,6.0,4.0,7.0,7.0,6.0,8.0,10.0,8.0,9.0,9.0,8.0,1.0,0
126,13,3.0,6.0,8.0,7.0,8.0,8.0,7.0,4.0,7.0,0,1,22.0,15.0,15.0,25.0,20.0,15.0,10.0,1.0,7.0,8.0,2.0,9.0,5.0,6.0,4.0,7.0,7.0,6.0,8.0,10.0,8.0,9.0,9.0,8.0,1.0,0
127,13,5.0,8.0,8.0,6.0,7.0,7.0,5.0,4.0,8.0,1,1,22.0,9.09,18.18,27.27,18.18,18.18,9.09,1.0,7.0,8.0,2.0,9.0,5.0,6.0,4.0,7.0,7.0,6.0,8.0,10.0,8.0,9.0,9.0,8.0,1.0,1
128,13,5.0,10.0,10.0,6.0,6.0,6.0,8.0,4.0,9.0,1,1,22.0,20.0,10.0,20.0,30.0,10.0,10.0,1.0,7.0,8.0,2.0,9.0,5.0,6.0,4.0,7.0,7.0,6.0,8.0,10.0,8.0,9.0,9.0,8.0,1.0,1
130,14,7.0,6.0,8.0,7.0,6.0,8.0,7.0,2.0,1.0,1,1,23.0,15.0,20.0,20.0,15.0,15.0,15.0,1.0,10.0,6.0,8.0,8.0,3.0,3.0,10.0,8.0,8.0,6.0,7.0,3.0,10.0,6.0,8.0,6.0,1.0,1
131,14,7.0,9.0,7.0,6.0,5.0,7.0,7.0,2.0,2.0,1,1,23.0,45.0,5.0,25.0,20.0,0.0,5.0,1.0,10.0,6.0,8.0,8.0,3.0,3.0,10.0,8.0,8.0,6.0,7.0,3.0,10.0,6.0,8.0,6.0,1.0,1
132,14,9.0,7.0,9.0,7.0,9.0,7.0,8.0,2.0,3.0,0,1,23.0,35.0,10.0,35.0,10.0,10.0,0.0,1.0,10.0,6.0,8.0,8.0,3.0,3.0,10.0,8.0,8.0,6.0,7.0,3.0,10.0,6.0,8.0,6.0,1.0,0
133,14,8.0,10.0,7.0,10.0,7.0,10.0,8.0,2.0,4.0,1,1,23.0,20.0,20.0,20.0,20.0,10.0,10.0,1.0,10.0,6.0,8.0,8.0,3.0,3.0,10.0,8.0,8.0,6.0,7.0,3.0,10.0,6.0,8.0,6.0,1.0,1
134,14,8.0,5.0,5.0,7.0,7.0,9.0,8.0,2.0,5.0,1,1,23.0,20.0,5.0,25.0,25.0,10.0,15.0,1.0,10.0,6.0,8.0,8.0,3.0,3.0,10.0,8.0,8.0,6.0,7.0,3.0,10.0,6.0,8.0,6.0,1.0,1
135,14,8.0,6.0,7.0,8.0,2.0,8.0,9.0,2.0,6.0,1,1,23.0,10.0,25.0,20.0,25.0,5.0,15.0,1.0,10.0,6.0,8.0,8.0,3.0,3.0,10.0,8.0,8.0,6.0,7.0,3.0,10.0,6.0,8.0,6.0,1.0,1
136,14,7.0,8.0,8.0,7.0,7.0,6.0,8.0,2.0,7.0,1,1,23.0,15.0,15.0,25.0,20.0,15.0,10.0,1.0,10.0,6.0,8.0,8.0,3.0,3.0,10.0,8.0,8.0,6.0,7.0,3.0,10.0,6.0,8.0,6.0,1.0,1
137,14,8.0,6.0,5.0,6.0,6.0,5.0,5.0,2.0,8.0,1,1,23.0,9.09,18.18,27.27,18.18,18.18,9.09,1.0,10.0,6.0,8.0,8.0,3.0,3.0,10.0,8.0,8.0,6.0,7.0,3.0,10.0,6.0,8.0,6.0,1.0,1
138,14,10.0,9.0,8.0,8.0,7.0,7.0,7.0,2.0,9.0,1,1,23.0,20.0,10.0,20.0,30.0,10.0,10.0,1.0,10.0,6.0,8.0,8.0,3.0,3.0,10.0,8.0,8.0,6.0,7.0,3.0,10.0,6.0,8.0,6.0,1.0,1
140,15,5.0,6.0,7.0,7.0,6.0,6.0,6.0,3.0,1.0,1,1,24.0,15.0,20.0,20.0,15.0,15.0,15.0,1.0,9.0,7.0,9.0,7.0,4.0,3.0,6.0,7.0,9.0,8.0,6.0,9.0,9.0,6.0,7.0,2.0,1.0,1
141,15,6.0,8.0,7.0,9.0,7.0,8.0,8.0,3.0,2.0,0,1,24.0,45.0,5.0,25.0,20.0,0.0,5.0,1.0,9.0,7.0,9.0,7.0,4.0,3.0,6.0,7.0,9.0,8.0,6.0,9.0,9.0,6.0,7.0,2.0,1.0,0
142,15,9.0,10.0,10.0,10.0,10.0,10.0,9.0,3.0,3.0,0,1,24.0,35.0,10.0,35.0,10.0,10.0,0.0,1.0,9.0,7.0,9.0,7.0,4.0,3.0,6.0,7.0,9.0,8.0,6.0,9.0,9.0,6.0,7.0,2.0,1.0,0
143,15,6.0,9.0,8.0,9.0,8.0,9.0,7.0,3.0,4.0,0,1,24.0,20.0,20.0,20.0,20.0,10.0,10.0,1.0,9.0,7.0,9.0,7.0,4.0,3.0,6.0,7.0,9.0,8.0,6.0,9.0,9.0,6.0,7.0,2.0,1.0,0
144,15,6.0,7.0,7.0,5.0,4.0,8.0,7.0,3.0,5.0,0,1,24.0,20.0,5.0,25.0,25.0,10.0,15.0,1.0,9.0,7.0,9.0,7.0,4.0,3.0,6.0,7.0,9.0,8.0,6.0,9.0,9.0,6.0,7.0,2.0,1.0,0
145,15,5.0,4.0,8.0,8.0,4.0,2.0,4.0,3.0,6.0,0,1,24.0,10.0,25.0,20.0,25.0,5.0,15.0,1.0,9.0,7.0,9.0,7.0,4.0,3.0,6.0,7.0,9.0,8.0,6.0,9.0,9.0,6.0,7.0,2.0,1.0,0
146,15,4.0,7.0,7.0,4.0,8.0,5.0,5.0,3.0,7.0,0,1,24.0,15.0,15.0,25.0,20.0,15.0,10.0,1.0,9.0,7.0,9.0,7.0,4.0,3.0,6.0,7.0,9.0,8.0,6.0,9.0,9.0,6.0,7.0,2.0,1.0,0
147,15,6.0,8.0,8.0,5.0,6.0,7.0,6.0,3.0,8.0,1,1,24.0,9.09,18.18,27.27,18.18,18.18,9.09,1.0,9.0,7.0,9.0,7.0,4.0,3.0,6.0,7.0,9.0,8.0,6.0,9.0,9.0,6.0,7.0,2.0,1.0,1
148,15,5.0,10.0,8.0,8.0,5.0,5.0,5.0,3.0,9.0,1,1,24.0,20.0,10.0,20.0,30.0,10.0,10.0,1.0,9.0,7.0,9.0,7.0,4.0,3.0,6.0,7.0,9.0,8.0,6.0,9.0,9.0,6.0,7.0,2.0,1.0,1
150,16,4.0,9.0,7.0,4.0,6.0,4.0,6.0,2.0,1.0,0,1,25.0,15.0,20.0,20.0,15.0,15.0,15.0,1.0,7.0,2.0,6.0,7.0,7.0,7.0,5.0,5.0,5.0,8.0,3.0,7.0,8.0,7.0,8.0,6.0,1.0,0
151,16,8.0,7.0,8.0,3.0,6.0,2.0,6.0,2.0,2.0,0,1,25.0,45.0,5.0,25.0,20.0,0.0,5.0,1.0,7.0,2.0,6.0,7.0,7.0,7.0,5.0,5.0,5.0,8.0,3.0,7.0,8.0,7.0,8.0,6.0,1.0,0
152,16,8.0,10.0,10.0,7.0,9.0,9.0,8.0,2.0,3.0,0,1,25.0,35.0,10.0,35.0,10.0,10.0,0.0,1.0,7.0,2.0,6.0,7.0,7.0,7.0,5.0,5.0,5.0,8.0,3.0,7.0,8.0,7.0,8.0,6.0,1.0,0
153,16,5.0,10.0,8.0,4.0,8.0,2.0,4.0,2.0,4.0,0,1,25.0,20.0,20.0,20.0,20.0,10.0,10.0,1.0,7.0,2.0,6.0,7.0,7.0,7.0,5.0,5.0,5.0,8.0,3.0,7.0,8.0,7.0,8.0,6.0,1.0,0
154,16,5.0,6.0,7.0,5.0,7.0,8.0,7.0,2.0,5.0,1,1,25.0,20.0,5.0,25.0,25.0,10.0,15.0,1.0,7.0,2.0,6.0,7.0,7.0,7.0,5.0,5.0,5.0,8.0,3.0,7.0,8.0,7.0,8.0,6.0,1.0,0
155,16,3.0,7.0,6.0,1.0,1.0,1.0,2.0,2.0,6.0,0,1,25.0,10.0,25.0,20.0,25.0,5.0,15.0,1.0,7.0,2.0,6.0,7.0,7.0,7.0,5.0,5.0,5.0,8.0,3.0,7.0,8.0,7.0,8.0,6.0,1.0,0
156,16,4.0,8.0,7.0,4.0,5.0,4.0,5.0,2.0,7.0,0,1,25.0,15.0,15.0,25.0,20.0,15.0,10.0,1.0,7.0,2.0,6.0,7.0,7.0,7.0,5.0,5.0,5.0,8.0,3.0,7.0,8.0,7.0,8.0,6.0,1.0,0
157,16,6.0,8.0,8.0,5.0,6.0,7.0,6.0,2.0,8.0,1,1,25.0,9.09,18.18,27.27,18.18,18.18,9.09,1.0,7.0,2.0,6.0,7.0,7.0,7.0,5.0,5.0,5.0,8.0,3.0,7.0,8.0,7.0,8.0,6.0,1.0,1
158,16,8.0,9.0,9.0,7.0,6.0,5.0,6.0,2.0,9.0,1,1,25.0,20.0,10.0,20.0,30.0,10.0,10.0,1.0,7.0,2.0,6.0,7.0,7.0,7.0,5.0,5.0,5.0,8.0,3.0,7.0,8.0,7.0,8.0,6.0,1.0,1
160,17,7.0,6.0,7.0,4.0,6.0,7.0,6.0,2.0,1.0,1,1,30.0,15.0,20.0,20.0,15.0,15.0,15.0,2.0,8.0,2.0,9.0,7.0,7.0,5.0,4.0,2.0,6.0,4.0,2.0,7.0,9.0,7.0,7.0,2.0,2.0,0
161,17,7.0,5.0,9.0,6.0,7.0,9.0,8.0,2.0,2.0,1,1,30.0,45.0,5.0,25.0,20.0,0.0,5.0,2.0,8.0,2.0,9.0,7.0,7.0,5.0,4.0,2.0,6.0,4.0,2.0,7.0,9.0,7.0,7.0,2.0,2.0,0
162,17,8.0,9.0,10.0,7.0,7.0,9.0,8.0,2.0,3.0,0,1,30.0,35.0,10.0,35.0,10.0,10.0,0.0,2.0,8.0,2.0,9.0,7.0,7.0,5.0,4.0,2.0,6.0,4.0,2.0,7.0,9.0,7.0,7.0,2.0,2.0,0
163,17,7.0,10.0,10.0,7.0,10.0,5.0,5.0,2.0,4.0,0,1,30.0,20.0,20.0,20.0,20.0,10.0,10.0,2.0,8.0,2.0,9.0,7.0,7.0,5.0,4.0,2.0,6.0,4.0,2.0,7.0,9.0,7.0,7.0,2.0,2.0,0
164,17,6.0,6.0,8.0,5.0,5.0,6.0,6.0,2.0,5.0,1,1,30.0,20.0,5.0,25.0,25.0,10.0,15.0,2.0,8.0,2.0,9.0,7.0,7.0,5.0,4.0,2.0,6.0,4.0,2.0,7.0,9.0,7.0,7.0,2.0,2.0,0
165,17,8.0,8.0,8.0,8.0,3.0,4.0,8.0,2.0,6.0,1,1,30.0,10.0,25.0,20.0,25.0,5.0,15.0,2.0,8.0,2.0,9.0,7.0,7.0,5.0,4.0,2.0,6.0,4.0,2.0,7.0,9.0,7.0,7.0,2.0,2.0,0
166,17,7.0,7.0,8.0,7.0,7.0,7.0,8.0,2.0,7.0,1,1,30.0,15.0,15.0,25.0,20.0,15.0,10.0,2.0,8.0,2.0,9.0,7.0,7.0,5.0,4.0,2.0,6.0,4.0,2.0,7.0,9.0,7.0,7.0,2.0,2.0,0
167,17,6.0,7.0,8.0,5.0,7.0,7.0,6.0,2.0,8.0,1,1,30.0,9.09,18.18,27.27,18.18,18.18,9.09,2.0,8.0,2.0,9.0,7.0,7.0,5.0,4.0,2.0,6.0,4.0,2.0,7.0,9.0,7.0,7.0,2.0,2.0,0
168,17,6.0,8.0,9.0,6.0,6.0,6.0,7.0,2.0,9.0,1,1,30.0,20.0,10.0,20.0,30.0,10.0,10.0,2.0,8.0,2.0,9.0,7.0,7.0,5.0,4.0,2.0,6.0,4.0,2.0,7.0,9.0,7.0,7.0,2.0,2.0,1
170,18,4.0,9.0,7.0,6.0,5.0,6.0,6.0,2.0,1.0,0,1,27.0,15.0,20.0,20.0,15.0,15.0,15.0,1.0,5.0,5.0,5.0,9.0,4.0,3.0,4.0,4.0,2.0,6.0,9.0,3.0,9.0,3.0,6.0,2.0,1.0,0
171,18,5.0,8.0,7.0,5.0,9.0,5.0,5.0,2.0,2.0,0,1,27.0,45.0,5.0,25.0,20.0,0.0,5.0,1.0,5.0,5.0,5.0,9.0,4.0,3.0,4.0,4.0,2.0,6.0,9.0,3.0,9.0,3.0,6.0,2.0,1.0,0
172,18,7.0,9.0,9.0,8.0,9.0,7.0,8.0,2.0,3.0,0,1,27.0,35.0,10.0,35.0,10.0,10.0,0.0,1.0,5.0,5.0,5.0,9.0,4.0,3.0,4.0,4.0,2.0,6.0,9.0,3.0,9.0,3.0,6.0,2.0,1.0,0
173,18,5.0,9.0,9.0,5.0,9.0,7.0,6.0,2.0,4.0,0,1,27.0,20.0,20.0,20.0,20.0,10.0,10.0,1.0,5.0,5.0,5.0,9.0,4.0,3.0,4.0,4.0,2.0,6.0,9.0,3.0,9.0,3.0,6.0,2.0,1.0,0
174,18,5.0,5.0,7.0,6.0,7.0,5.0,6.0,2.0,5.0,1,1,27.0,20.0,5.0,25.0,25.0,10.0,15.0,1.0,5.0,5.0,5.0,9.0,4.0,3.0,4.0,4.0,2.0,6.0,9.0,3.0,9.0,3.0,6.0,2.0,1.0,0
175,18,4.0,8.0,9.0,2.0,8.0,3.0,5.0,2.0,6.0,0,1,27.0,10.0,25.0,20.0,25.0,5.0,15.0,1.0,5.0,5.0,5.0,9.0,4.0,3.0,4.0,4.0,2.0,6.0,9.0,3.0,9.0,3.0,6.0,2.0,1.0,0
176,18,5.0,7.0,8.0,5.0,9.0,5.0,5.0,2.0,7.0,0,1,27.0,15.0,15.0,25.0,20.0,15.0,10.0,1.0,5.0,5.0,5.0,9.0,4.0,3.0,4.0,4.0,2.0,6.0,9.0,3.0,9.0,3.0,6.0,2.0,1.0,0
177,18,5.0,6.0,7.0,4.0,5.0,6.0,5.0,2.0,8.0,1,1,27.0,9.09,18.18,27.27,18.18,18.18,9.09,1.0,5.0,5.0,5.0,9.0,4.0,3.0,4.0,4.0,2.0,6.0,9.0,3.0,9.0,3.0,6.0,2.0,1.0,1
178,18,6.0,7.0,8.0,7.0,9.0,6.0,7.0,2.0,9.0,1,1,27.0,20.0,10.0,20.0,30.0,10.0,10.0,1.0,5.0,5.0,5.0,9.0,4.0,3.0,4.0,4.0,2.0,6.0,9.0,3.0,9.0,3.0,6.0,2.0,1.0,0
180,19,7.0,6.0,8.0,9.0,8.0,8.0,7.0,2.0,1.0,1,1,28.0,15.0,20.0,20.0,15.0,15.0,15.0,1.0,10.0,10.0,10.0,10.0,5.0,5.0,6.0,7.0,9.0,8.0,1.0,1.0,7.0,7.0,7.0,7.0,10.0,1
181,19,7.0,6.0,8.0,9.0,4.0,5.0,5.0,2.0,2.0,1,1,28.0,45.0,5.0,25.0,20.0,0.0,5.0,1.0,10.0,10.0,10.0,10.0,5.0,5.0,6.0,7.0,9.0,8.0,1.0,1.0,7.0,7.0,7.0,7.0,10.0,1
182,19,9.0,9.0,9.0,9.0,9.0,9.0,9.0,2.0,3.0,0,1,28.0,35.0,10.0,35.0,10.0,10.0,0.0,1.0,10.0,10.0,10.0,10.0,5.0,5.0,6.0,7.0,9.0,8.0,1.0,1.0,7.0,7.0,7.0,7.0,10.0,0
183,19,9.0,8.0,10.0,10.0,7.0,8.0,8.0,2.0,4.0,1,1,28.0,20.0,20.0,20.0,20.0,10.0,10.0,1.0,10.0,10.0,10.0,10.0,5.0,5.0,6.0,7.0,9.0,8.0,1.0,1.0,7.0,7.0,7.0,7.0,10.0,1
184,19,7.0,5.0,7.0,8.0,7.0,9.0,9.0,2.0,5.0,1,1,28.0,20.0,5.0,25.0,25.0,10.0,15.0,1.0,10.0,10.0,10.0,10.0,5.0,5.0,6.0,7.0,9.0,8.0,1.0,1.0,7.0,7.0,7.0,7.0,10.0,1
185,19,7.0,6.0,8.0,8.0,6.0,9.0,9.0,2.0,6.0,1,1,28.0,10.0,25.0,20.0,25.0,5.0,15.0,1.0,10.0,10.0,10.0,10.0,5.0,5.0,6.0,7.0,9.0,8.0,1.0,1.0,7.0,7.0,7.0,7.0,10.0,1
186,19,6.0,6.0,8.0,8.0,8.0,6.0,6.0,2.0,7.0,1,1,28.0,15.0,15.0,25.0,20.0,15.0,10.0,1.0,10.0,10.0,10.0,10.0,5.0,5.0,6.0,7.0,9.0,8.0,1.0,1.0,7.0,7.0,7.0,7.0,10.0,1
187,19,8.0,8.0,5.0,9.0,8.0,9.0,7.0,2.0,8.0,1,1,28.0,9.09,18.18,27.27,18.18,18.18,9.09,1.0,10.0,10.0,10.0,10.0,5.0,5.0,6.0,7.0,9.0,8.0,1.0,1.0,7.0,7.0,7.0,7.0,10.0,1
188,19,8.0,5.0,5.0,6.0,5.0,5.0,7.0,2.0,9.0,1,1,28.0,20.0,10.0,20.0,30.0,10.0,10.0,1.0,10.0,10.0,10.0,10.0,5.0,5.0,6.0,7.0,9.0,8.0,1.0,1.0,7.0,7.0,7.0,7.0,10.0,1
189,19,9.0,9.0,9.0,9.0,9.0,9.0,9.0,2.0,10.0,1,1,28.0,15.0,15.0,15.0,40.0,10.0,5.0,1.0,10.0,10.0,10.0,10.0,5.0,5.0,6.0,7.0,9.0,8.0,1.0,1.0,7.0,7.0,7.0,7.0,10.0,1
190,20,5.0,6.0,6.0,8.0,10.0,8.0,6.0,2.0,1.0,1,1,24.0,15.0,20.0,20.0,15.0,15.0,15.0,1.0,10.0,10.0,10.0,10.0,9.0,9.0,4.0,10.0,10.0,8.0,3.0,8.0,8.0,6.0,6.0,5.0,10.0,0
191,20,6.0,7.0,8.0,7.0,9.0,8.0,8.0,2.0,2.0,1,1,24.0,45.0,5.0,25.0,20.0,0.0,5.0,1.0,10.0,10.0,10.0,10.0,9.0,9.0,4.0,10.0,10.0,8.0,3.0,8.0,8.0,6.0,6.0,5.0,10.0,0
192,20,8.0,7.0,9.0,7.0,9.0,7.0,8.0,2.0,3.0,0,1,24.0,35.0,10.0,35.0,10.0,10.0,0.0,1.0,10.0,10.0,10.0,10.0,9.0,9.0,4.0,10.0,10.0,8.0,3.0,8.0,8.0,6.0,6.0,5.0,10.0,0
193,20,8.0,9.0,10.0,10.0,8.0,8.0,10.0,2.0,4.0,1,1,24.0,20.0,20.0,20.0,20.0,10.0,10.0,1.0,10.0,10.0,10.0,10.0,9.0,9.0,4.0,10.0,10.0,8.0,3.0,8.0,8.0,6.0,6.0,5.0,10.0,0
194,20,9.0,6.0,7.0,9.0,6.0,5.0,10.0,2.0,5.0,1,1,24.0,20.0,5.0,25.0,25.0,10.0,15.0,1.0,10.0,10.0,10.0,10.0,9.0,9.0,4.0,10.0,10.0,8.0,3.0,8.0,8.0,6.0,6.0,5.0,10.0,0
195,20,8.0,9.0,9.0,9.0,10.0,7.0,9.0,2.0,6.0,1,1,24.0,10.0,25.0,20.0,25.0,5.0,15.0,1.0,10.0,10.0,10.0,10.0,9.0,9.0,4.0,10.0,10.0,8.0,3.0,8.0,8.0,6.0,6.0,5.0,10.0,0
196,20,8.0,6.0,7.0,7.0,8.0,6.0,7.0,2.0,7.0,1,1,24.0,15.0,15.0,25.0,20.0,15.0,10.0,1.0,10.0,10.0,10.0,10.0,9.0,9.0,4.0,10.0,10.0,8.0,3.0,8.0,8.0,6.0,6.0,5.0,10.0,0
197,20,7.0,6.0,8.0,7.0,9.0,8.0,8.0,2.0,8.0,1,1,24.0,9.09,18.18,27.27,18.18,18.18,9.09,1.0,10.0,10.0,10.0,10.0,9.0,9.0,4.0,10.0,10.0,8.0,3.0,8.0,8.0,6.0,6.0,5.0,10.0,1
198,20,7.0,8.0,7.0,8.0,7.0,8.0,8.0,2.0,9.0,1,1,24.0,20.0,10.0,20.0,30.0,10.0,10.0,1.0,10.0,10.0,10.0,10.0,9.0,9.0,4.0,10.0,10.0,8.0,3.0,8.0,8.0,6.0,6.0,5.0,10.0,0
